Entry	Entry Name	Protein names	Gene Names	Organism	Length
P21165	PEPQ_ECOLI	Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Proline dipeptidase) (Prolidase)	pepQ b3847 JW3823	Escherichia coli (strain K12)	443
P21170	SPEA_ECOLI	Biosynthetic arginine decarboxylase (ADC) (EC 4.1.1.19)	speA b2938 JW2905	Escherichia coli (strain K12)	658
P21177	FADB_ECOLI	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadB oldB b3846 JW3822	Escherichia coli (strain K12)	729
P21179	CATE_ECOLI	Catalase HPII (EC 1.11.1.6) (Hydroxyperoxidase II)	katE b1732 JW1721	Escherichia coli (strain K12)	753
P21338	RNI_ECOLI	Ribonuclease I (RNase I) (EC 4.6.1.21) (Enterobacter ribonuclease)	rna rnsA b0611 JW0603	Escherichia coli (strain K12)	268
P21369	PNCA_ECOLI	Nicotinamidase (EC 3.5.1.19) (Nicotinamide deamidase) (NAMase) (Pyrazinamidase) (PZAase) (EC 3.5.1.-)	pncA nam ydjB b1768 JW1757	Escherichia coli (strain K12)	213
P21437	GLPX2_ECOLI	Fructose-1,6-bisphosphatase 2 class 2 (FBPase 2 class 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2 class 2)	yggF yggK b2930 JW2897	Escherichia coli (strain K12)	321
P21499	RNR_ECOLI	Ribonuclease R (RNase R) (EC 3.1.13.1) (Protein VacB)	rnr vacB yjeC b4179 JW5741	Escherichia coli (strain K12)	813
P21507	SRMB_ECOLI	ATP-dependent RNA helicase SrmB (EC 3.6.4.13)	srmB rbaB rhlA b2576 JW2560	Escherichia coli (strain K12)	444
P21513	RNE_ECOLI	Ribonuclease E (RNase E) (EC 3.1.26.12)	rne ams hmp1 b1084 JW1071	Escherichia coli (strain K12)	1061
P21514	PDEL_ECOLI	Cyclic di-GMP phosphodiesterase PdeL (EC 3.1.4.52)	pdeL yahA b0315 JW0307	Escherichia coli (strain K12)	362
P21599	KPYK2_ECOLI	Pyruvate kinase II (EC 2.7.1.40) (PK-2)	pykA b1854 JW1843	Escherichia coli (strain K12)	480
P21645	LPXD_ECOLI	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase (UDP-3-O-(3-OHC14)-GlcN N-acyltransferase) (EC 2.3.1.191) (Protein FirA) (Rifampicin resistance protein) (UDP-3-O-(3-hydroxytetradecanoyl)glucosamine N-acyltransferase)	lpxD firA omsA b0179 JW0174	Escherichia coli (strain K12)	341
P21693	DBPA_ECOLI	ATP-dependent RNA helicase DbpA (EC 3.6.4.13)	dbpA b1343 JW1337	Escherichia coli (strain K12)	457
P21829	YBHA_ECOLI	Pyridoxal phosphate phosphatase YbhA (PLP phosphatase) (EC 3.1.3.74)	ybhA b0766 JW0749	Escherichia coli (strain K12)	272
P21865	KDPD_ECOLI	Sensor protein KdpD (EC 2.7.13.3)	kdpD b0695 JW0683	Escherichia coli (strain K12)	894
P21888	SYC_ECOLI	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	cysS b0526 JW0515	Escherichia coli (strain K12)	461
P22106	ASNB_ECOLI	Asparagine synthetase B [glutamine-hydrolyzing] (AS-B) (EC 6.3.5.4)	asnB b0674 JW0660	Escherichia coli (strain K12)	554
P22188	MURE_ECOLI	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)	murE b0085 JW0083	Escherichia coli (strain K12)	495
P22255	CYSQ_ECOLI	3'(2'),5'-bisphosphate nucleotidase CysQ (EC 3.1.3.7) (3'(2'),5-bisphosphonucleoside 3'(2')-phosphohydrolase) (3'-phosphoadenosine 5'-phosphate phosphatase) (PAP phosphatase) (DPNPase)	cysQ amtA b4214 JW4172	Escherichia coli (strain K12)	246
P22256	GABT_ECOLI	4-aminobutyrate aminotransferase GabT (EC 2.6.1.19) (5-aminovalerate transaminase) (EC 2.6.1.48) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (Glutamate:succinic semialdehyde transaminase) (L-AIBAT)	gabT b2662 JW2637	Escherichia coli (strain K12)	426
P22259	PCKA_ECOLI	Phosphoenolpyruvate carboxykinase (ATP) (PCK) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49)	pckA pck b3403 JW3366	Escherichia coli (strain K12)	540
P22333	ADD_ECOLI	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	add b1623 JW1615	Escherichia coli (strain K12)	333
P22523	MUKB_ECOLI	Chromosome partition protein MukB (Structural maintenance of chromosome-related protein)	mukB b0924 JW0907	Escherichia coli (strain K12)	1486
P22525	YCBB_ECOLI	Probable L,D-transpeptidase YcbB (EC 2.-.-.-)	ycbB b0925 JW0908	Escherichia coli (strain K12)	615
P22564	RIHC_ECOLI	Non-specific ribonucleoside hydrolase RihC (EC 3.2.-.-) (Purine/pyrimidine ribonucleoside hydrolase)	rihC yaaF b0030 JW0028	Escherichia coli (strain K12)	304
P22634	MURI_ECOLI	Glutamate racemase (EC 5.1.1.3)	murI dga glr yijA b3967 JW5550	Escherichia coli (strain K12)	285
P22729	LIVM_ECOLI	High-affinity branched-chain amino acid transport system permease protein LivM (LIV-I protein M)	livM b3456 JW3421	Escherichia coli (strain K12)	425
P22731	LIVF_ECOLI	High-affinity branched-chain amino acid transport ATP-binding protein LivF (LIV-I protein F)	livF b3454 JW3419	Escherichia coli (strain K12)	237
P23003	TRMA_ECOLI	tRNA/tmRNA (uracil-C(5))-methyltransferase (EC 2.1.1.-) (EC 2.1.1.35) (tRNA (uracil(54)-C(5))-methyltransferase) (tRNA(m5U54)-methyltransferase) (RUMT) (tmRNA (uracil(341)-C(5))-methyltransferase)	trmA b3965 JW3937	Escherichia coli (strain K12)	366
P23256	MALY_ECOLI	Protein MalY [Includes: Cystathionine beta-lyase MalY (CBL) (EC 4.4.1.13) (Beta-cystathionase MalY) (Cysteine lyase MalY) (Cysteine-S-conjugate beta-lyase MalY); Maltose regulon modulator]	malY b1622 JW1614	Escherichia coli (strain K12)	390
P23367	MUTL_ECOLI	DNA mismatch repair protein MutL	mutL b4170 JW4128	Escherichia coli (strain K12)	615
P23484	FECI_ECOLI	Ferric citrate uptake sigma factor FecI	fecI b4293 JW4253	Escherichia coli (strain K12)	173
P23485	FECR_ECOLI	Ferric citrate uptake sigma factor regulator FecR	fecR b4292 JW4252	Escherichia coli (strain K12)	317
P23522	GARL_ECOLI	5-keto-4-deoxy-D-glucarate aldolase (KDGluc aldolase) (KDGlucA) (EC 4.1.2.20) (2-dehydro-3-deoxy-D-glucarate aldolase) (2-keto-3-deoxy-D-glucarate aldolase) (5-dehydro-4-deoxy-D-glucarate aldolase) (Alpha-keto-beta-deoxy-D-glucarate aldolase)	garL yhaF b3126 JW3095	Escherichia coli (strain K12)	256
P23538	PPSA_ECOLI	Phosphoenolpyruvate synthase (PEP synthase) (EC 2.7.9.2) (Pyruvate, water dikinase)	ppsA pps b1702 JW1692	Escherichia coli (strain K12)	792
P23721	SERC_ECOLI	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)	serC pdxC pdxF b0907 JW0890	Escherichia coli (strain K12)	362
P23827	ECOT_ECOLI	Ecotin	eco eti b2209 JW2197	Escherichia coli (strain K12)	162
P23836	PHOP_ECOLI	Transcriptional regulatory protein PhoP	phoP b1130 JW1116	Escherichia coli (strain K12)	223
P23837	PHOQ_ECOLI	Sensor protein PhoQ (EC 2.7.13.3) (EC 3.1.3.-) (Sensor histidine protein kinase/phosphatase PhoQ)	phoQ b1129 JW1115	Escherichia coli (strain K12)	486
P23843	OPPA_ECOLI	Periplasmic oligopeptide-binding protein OppA (Polyamine-induced protein) (PI protein)	oppA b1243 JW1235	Escherichia coli (strain K12)	543
P23845	CYSN_ECOLI	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) (ATP-sulfurylase large subunit) (Sulfate adenylate transferase) (SAT)	cysN b2751 JW2721	Escherichia coli (strain K12)	475
P23847	DPPA_ECOLI	Dipeptide-binding protein (DBP) (Periplasmic dipeptide transport protein)	dppA b3544 JW3513	Escherichia coli (strain K12)	535
P23857	PSPE_ECOLI	Thiosulfate sulfurtransferase PspE (TST) (EC 2.8.1.1) (Phage shock protein E)	pspE b1308 JW1301	Escherichia coli (strain K12)	104
P23865	PRC_ECOLI	Tail-specific protease (EC 3.4.21.102) (C-terminal-processing peptidase) (PRC protein) (Protease Re)	prc tsp b1830 JW1819	Escherichia coli (strain K12)	682
P23872	AES_ECOLI	Acetyl esterase (EC 3.1.1.-) (EcE)	aes ybaC b0476 JW0465	Escherichia coli (strain K12)	319
P23873	HIPB_ECOLI	Antitoxin HipB	hipB b1508 JW1501	Escherichia coli (strain K12)	88
P23874	HIPA_ECOLI	Serine/threonine-protein kinase toxin HipA (Ser/Thr-protein kinase HipA) (EC 2.7.11.1) (Toxin HipA)	hipA b1507 JW1500	Escherichia coli (strain K12)	440
P23882	FMT_ECOLI	Methionyl-tRNA formyltransferase (EC 2.1.2.9) (Met-tRNA(fMet) formyltransferase)	fmt yhdD b3288 JW3249	Escherichia coli (strain K12)	315
P23883	PUUC_ECOLI	NADP/NAD-dependent aldehyde dehydrogenase PuuC (ALDH) (EC 1.2.1.5) (3-hydroxypropionaldehyde dehydrogenase) (Gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase) (Gamma-Glu-gamma-aminobutyraldehyde dehydrogenase)	puuC aldH b1300 JW1293	Escherichia coli (strain K12)	495
P23886	CYDC_ECOLI	Glutathione/L-cysteine transport system ATP-binding/permease protein CydC (EC 7.4.2.-)	cydC mdrA mdrH surB b0886 JW0869	Escherichia coli (strain K12)	573
P23890	CADC_ECOLI	Transcriptional activator CadC (Membrane-integrated pH sensor CadC)	cadC b4133 JW4094	Escherichia coli (strain K12)	512
P23893	GSA_ECOLI	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL gsa popC b0154 JW0150	Escherichia coli (strain K12)	426
P23894	HTPX_ECOLI	Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX)	htpX b1829 JW1818	Escherichia coli (strain K12)	293
P23895	EMRE_ECOLI	Multidrug transporter EmrE (Efflux-multidrug resistance protein EmrE) (Ethidium resistance protein) (Methyl viologen resistance protein C)	emrE eb mvrC b0543 JW0531	Escherichia coli (strain K12)	110
P23908	ARGE_ECOLI	Acetylornithine deacetylase (AO) (Acetylornithinase) (EC 3.5.1.16) (N-acetylornithinase) (NAO)	argE b3957 JW3929	Escherichia coli (strain K12)	383
P23909	MUTS_ECOLI	DNA mismatch repair protein MutS	mutS fdv b2733 JW2703	Escherichia coli (strain K12)	853
P23930	LNT_ECOLI	Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269) (Copper homeostasis protein CutE)	lnt cutE b0657 JW0654	Escherichia coli (strain K12)	512
P24082	TRAN_ECOLI	Mating pair stabilization protein TraN	traN ECOK12F089	Escherichia coli (strain K12)	602
P24171	DCP_ECOLI	Dipeptidyl carboxypeptidase (EC 3.4.15.5) (Peptidyl-dipeptidase Dcp)	dcp b1538 JW1531	Escherichia coli (strain K12)	681
P24173	WAAC_ECOLI	Lipopolysaccharide heptosyltransferase 1 (EC 2.4.99.23) (ADP-heptose:lipopolysaccharide heptosyltransferase I) (ADP-heptose:LPS heptosyltransferase I) (Heptosyltransferase I)	waaC rfa-2 rfaC yibC b3621 JW3596	Escherichia coli (strain K12)	319
P24177	ACRD_ECOLI	Probable aminoglycoside efflux pump (Acriflavine resistance protein D)	acrD yffA b2470 JW2454	Escherichia coli (strain K12)	1037
P24182	ACCC_ECOLI	Biotin carboxylase (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	accC fabG b3256 JW3224	Escherichia coli (strain K12)	449
P24183	FDNG_ECOLI	Formate dehydrogenase, nitrate-inducible, major subunit (EC 1.17.5.3) (Anaerobic formate dehydrogenase major subunit) (Formate dehydrogenase-N subunit alpha) (FDH-N subunit alpha)	fdnG b1474 JW1470	Escherichia coli (strain K12)	1015
P24186	FOLD_ECOLI	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD ads b0529 JW0518	Escherichia coli (strain K12)	288
P24188	TRHO_ECOLI	tRNA uridine(34) hydroxylase (EC 1.14.-.-) (ORF39.9) (tRNA hydroxylation protein O)	trhO yceA b1055 JW1042	Escherichia coli (strain K12)	350
P24192	HYPD_ECOLI	Hydrogenase maturation factor HypD (Hydrogenase isoenzymes formation protein HypD)	hypD b2729 JW2699	Escherichia coli (strain K12)	373
P24193	HYPE_ECOLI	Carbamoyl dehydratase HypE (EC 4.2.1.-) (Hydrogenase maturation factor HypE)	hypE b2730 JW2700	Escherichia coli (strain K12)	336
P24203	YJIA_ECOLI	Zinc chaperone YjiA (EC 3.6.5.-) (GTP-binding protein YjiA)	yjiA b4352 JW5790	Escherichia coli (strain K12)	318
P24207	PHEP_ECOLI	Phenylalanine-specific permease (Phenylalanine:H(+) symporter PheP)	pheP b0576 JW0565	Escherichia coli (strain K12)	458
P24215	UXUA_ECOLI	Mannonate dehydratase (EC 4.2.1.8) (D-mannonate hydro-lyase)	uxuA b4322 JW4285	Escherichia coli (strain K12)	394
P24224	ACPS_ECOLI	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS dpj b2563 JW2547	Escherichia coli (strain K12)	126
P24228	DACB_ECOLI	D-alanyl-D-alanine carboxypeptidase DacB (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (D-alanyl-D-alanine endopeptidase) (DD-endopeptidase) (EC 3.4.21.-) (Penicillin-binding protein 4) (PBP-4)	dacB b3182 JW3149	Escherichia coli (strain K12)	477
P24230	RECG_ECOLI	ATP-dependent DNA helicase RecG (EC 5.6.2.4) (DNA branch migration protein RecG) (Probable DNA 3'-5' helicase RecG)	recG radC spoV b3652 JW3627	Escherichia coli (strain K12)	693
P24232	HMP_ECOLI	Flavohemoprotein (Flavohemoglobin) (HMP) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD) (EC 1.14.12.17)	hmp fsrB hmpA b2552 JW2536	Escherichia coli (strain K12)	396
P24554	RADA_ECOLI	DNA repair protein RadA (EC 3.6.4.-) (Branch migration protein RadA) (DNA repair protein Sms)	radA sms b4389 JW4352	Escherichia coli (strain K12)	460
P25397	TEHB_ECOLI	Tellurite methyltransferase (EC 2.1.1.265) (Chalcogen-detoxifying protein TehB) (Selenite methyltransferase) (Tellurite resistance protein TehB)	tehB b1430 JW1426	Escherichia coli (strain K12)	197
P25437	FRMA_ECOLI	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284) (Alcohol dehydrogenase class-3) (EC 1.1.1.1) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-)	frmA adhC b0356 JW0347	Escherichia coli (strain K12)	369
P25516	ACNA_ECOLI	Aconitate hydratase A (ACN) (Aconitase) (EC 4.2.1.3) (Iron-responsive protein-like) (IRP-like) (RNA-binding protein) (Stationary phase enzyme)	acnA acn b1276 JW1268	Escherichia coli (strain K12)	891
P25519	HFLX_ECOLI	GTPase HflX (GTP-binding protein HflX)	hflX b4173 JW4131	Escherichia coli (strain K12)	426
P25522	MNME_ECOLI	tRNA modification GTPase MnmE (EC 3.6.-.-)	mnmE thdF trmE b3706 JW3684	Escherichia coli (strain K12)	454
P25524	CODA_ECOLI	Cytosine deaminase (CD) (CDA) (CDase) (EC 3.5.4.1) (Cytosine aminohydrolase) (Isoguanine deaminase) (EC 3.5.4.-)	codA b0337 JW0328	Escherichia coli (strain K12)	427
P25526	GABD_ECOLI	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD (SSDH) (EC 1.2.1.79) (Glutarate-semialdehyde dehydrogenase) (EC 1.2.1.-)	gabD b2661 JW2636	Escherichia coli (strain K12)	482
P25527	GABP_ECOLI	Gamma-aminobutyric acid permease (GABA permease) (4-aminobutyrate carrier) (4-aminobutyrate permease) (Gamma-aminobutyrate permease)	gabP b2663 JW2638	Escherichia coli (strain K12)	466
P25534	UBIH_ECOLI	2-octaprenyl-6-methoxyphenol hydroxylase (EC 1.14.13.-)	ubiH visB b2907 JW2875	Escherichia coli (strain K12)	392
P25535	UBII_ECOLI	2-octaprenylphenol hydroxylase (EC 1.14.13.240) (2-polyprenylphenol 6-hydroxylase)	ubiI visC b2906 JW2874	Escherichia coli (strain K12)	400
P25536	NTPPA_ECOLI	dTTP/UTP pyrophosphatase (dTTPase/UTPase) (EC 3.6.1.9) (Nucleoside triphosphate pyrophosphatase) (Nucleotide pyrophosphatase) (Nucleotide PPase)	yhdE b3248 JW3217	Escherichia coli (strain K12)	197
P25539	RIBD_ECOLI	Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)]	ribD ribG ybaE b0414 JW0404	Escherichia coli (strain K12)	367
P25552	GPPA_ECOLI	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40) (Guanosine pentaphosphate phosphohydrolase) (pppGpp-5'-phosphohydrolase)	gppA gpp b3779 JW5603	Escherichia coli (strain K12)	494
P25553	ALDA_ECOLI	Lactaldehyde dehydrogenase (EC 1.2.1.22) (Aldehyde dehydrogenase A) (Glycolaldehyde dehydrogenase) (EC 1.2.1.21)	aldA ald b1415 JW1412	Escherichia coli (strain K12)	479
P25665	METE_ECOLI	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)	metE b3829 JW3805	Escherichia coli (strain K12)	753
P25714	YIDC_ECOLI	Membrane protein insertase YidC (Foldase YidC) (Inner membrane protein YidC) (Membrane integrase YidC) (Oxa1Ec)	yidC b3705 JW3683	Escherichia coli (strain K12)	548
P25718	AMY1_ECOLI	Periplasmic alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)	malS b3571 JW3543	Escherichia coli (strain K12)	676
P25737	LYSP_ECOLI	Lysine-specific permease LysP (Lysine transporter LysP) (Trigger transporter LysP)	lysP cadR b2156 JW2143	Escherichia coli (strain K12)	489
P25740	WAAG_ECOLI	Lipopolysaccharide glucosyltransferase WaaG (EC 2.4.1.-) (Lipopolysaccharide glucosyltransferase I) (UDP-glucose:(heptosyl)lipopolysaccharide glucosyltransferase)	waaG pcsA rfaG b3631 JW3606	Escherichia coli (strain K12)	374
P25745	MNMA_ECOLI	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	mnmA asuE trmU ycfB b1133 JW1119	Escherichia coli (strain K12)	368
P25888	RHLE_ECOLI	ATP-dependent RNA helicase RhlE (EC 3.6.4.13)	rhlE b0797 JW0781	Escherichia coli (strain K12)	454
P25889	PREA_ECOLI	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA (DPD) (EC 1.3.1.1) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase)	preA yeiA b2147 JW2134	Escherichia coli (strain K12)	411
P25894	LOIP_ECOLI	Metalloprotease LoiP (EC 3.4.24.-)	loiP yggG b2936 JW2903	Escherichia coli (strain K12)	252
P26458	APPB_ECOLI	Cytochrome bd-II ubiquinol oxidase subunit 2 (EC 7.1.1.3) (Cytochrome bd-II oxidase subunit II)	appB cbdB cyxB b0979 JW0961	Escherichia coli (strain K12)	378
P26459	APPC_ECOLI	Cytochrome bd-II ubiquinol oxidase subunit 1 (EC 7.1.1.3) (Cytochrome bd-II oxidase subunit I)	appC cbdA cyxA b0978 JW0960	Escherichia coli (strain K12)	514
P26602	UBIC_ECOLI	Chorismate pyruvate-lyase (CL) (CPL) (EC 4.1.3.40)	ubiC b4039 JW5713	Escherichia coli (strain K12)	165
P26616	MAO1_ECOLI	NAD-dependent malic enzyme (NAD-ME) (EC 1.1.1.38)	maeA sfcA b1479 JW5238	Escherichia coli (strain K12)	565
P26648	FTSP_ECOLI	Cell division protein FtsP	ftsP sufI b3017 JW2985	Escherichia coli (strain K12)	470
P27125	RHAT_ECOLI	L-rhamnose-proton symporter (L-rhamnose-H(+) transport protein)	rhaT b3907 JW3878	Escherichia coli (strain K12)	344
P27128	WAAO_ECOLI	Lipopolysaccharide glucosyltransferase WaaO (EC 2.4.1.73) (Lipopolysaccharide alpha-1,3 glucosyltransferase) (Lipopolysaccharide glucosyltransferase II)	waaO rfaI b3627 JW3602	Escherichia coli (strain K12)	339
P27243	WAAL_ECOLI	O-antigen ligase (EC 2.4.99.26) (Surface polymer:lipid A-core ligase)	waaL rfaL b3622 JW3597	Escherichia coli (strain K12)	419
P27249	GLND_ECOLI	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	glnD b0167 JW0162	Escherichia coli (strain K12)	890
P27250	AHR_ECOLI	Aldehyde reductase Ahr (EC 1.1.1.2) (Zinc-dependent alcohol dehydrogenase Ahr)	ahr yjgB b4269 JW5761	Escherichia coli (strain K12)	339
P27278	NADR_ECOLI	Trifunctional NAD biosynthesis/regulator protein NadR [Includes: Transcriptional regulator NadR; Nicotinamide mononucleotide adenylyltransferase (NMN adenylyltransferase) (NMN-AT) (NMNAT) (EC 2.7.7.1) (Nicotinamide ribonucleotide adenylyltransferase) (Nicotinamide-nucleotide adenylyltransferase); Ribosylnicotinamide kinase (RNK) (EC 2.7.1.22) (Nicotinamide riboside kinase) (NRK) (NmR-K)]	nadR nadI b4390 JW5800	Escherichia coli (strain K12)	410
P27296	DING_ECOLI	ATP-dependent DNA helicase DinG (EC 5.6.2.3) (DNA 5'-3' helicase DinG)	dinG rarB b0799 JW0784	Escherichia coli (strain K12)	716
P27302	TKT1_ECOLI	Transketolase 1 (TK 1) (EC 2.2.1.1)	tktA tkt b2935 JW5478	Escherichia coli (strain K12)	663
P27303	EMRA_ECOLI	Multidrug export protein EmrA	emrA b2685 JW2660	Escherichia coli (strain K12)	390
P27306	STHA_ECOLI	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	sthA sth udhA b3962 JW5551	Escherichia coli (strain K12)	466
P27431	ROXA_ECOLI	Ribosomal protein uL16 3-hydroxylase (EC 1.14.11.47) (Ribosomal oxygenase RoxA) (ROX)	roxA ycfD b1128 JW1114	Escherichia coli (strain K12)	373
P27434	RODZ_ECOLI	Cytoskeleton protein RodZ	rodZ yfgA b2516 JW2500	Escherichia coli (strain K12)	337
P27550	ACSA_ECOLI	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acs yfaC b4069 JW4030	Escherichia coli (strain K12)	652
P27828	WECB_ECOLI	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14) (Bacteriophage N4 adsorption protein C) (UDP-GlcNAc-2-epimerase)	wecB nfrC rffE yifF b3786 JW5600	Escherichia coli (strain K12)	376
P27829	WECC_ECOLI	UDP-N-acetyl-D-mannosamine dehydrogenase (EC 1.1.1.336) (UDP-ManNAc 6-dehydrogenase)	wecC rffD b3787 JW5599	Escherichia coli (strain K12)	420
