Entry	Entry Name	Protein names	Gene Names	Organism	Length
P39011	GDS1_YEAST	GTPase-GDP dissociation stimulator BEM4 (Bud emergence protein 4)	BEM4 ROM7 YPL161C P2561	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	633
P39012	GAA1_YEAST	GPI transamidase component GAA1	GAA1 END2 YLR088W L9449.4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	614
P39013	END3_YEAST	Actin cytoskeleton-regulatory complex protein END3 (Endocytosis protein 3)	END3 YNL084C N2307	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	349
P39014	MET30_YEAST	F-box protein MET30 (E3 ubiquitin ligase complex SCF(Met30) subunit MET30) (Methionine-requiring protein 30)	MET30 YIL046W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	640
P39015	STM1_YEAST	Suppressor protein STM1 (3BP1) (GU4 nucleic-binding protein 2) (G4p2 protein) (POP2 multicopy suppressor protein 4) (Ribosomal subunits association factor) (AF) (TOM1 suppressor protein 1) (Triplex-binding protein 1)	STM1 MPT4 STO1 YLR150W L9634.1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	273
P39016	MPT5_YEAST	Suppressor protein MPT5 (Protein HTR1) (Pumilio homology domain family member 5)	MPT5 HTR1 PUF5 YGL178W BIC834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	859
P39073	SSN3_YEAST	Meiotic mRNA stability protein kinase SSN3 (EC 2.7.11.22) (EC 2.7.11.23) (Cyclin-dependent kinase 8) (Suppressor of RNA polymerase B SRB10)	SSN3 ARE1 CDK8 GIG2 SRB10 UME5 YPL042C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	555
P39081	PCF11_YEAST	Protein PCF11 (protein 1 of CF I)	PCF11 YDR228C YD9934.13C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	626
P39083	RGA1_YEAST	Rho-type GTPase-activating protein 1	RGA1 DBM1 THE1 YOR127W O3290 YOR3290W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1007
P39104	PIK1_YEAST	Phosphatidylinositol 4-kinase PIK1 (PI4-kinase) (PtdIns-4-kinase) (EC 2.7.1.67)	PIK1 YNL267W N0795	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1066
P39105	PLB1_YEAST	Lysophospholipase 1 (EC 3.1.1.5) (Phospholipase B 1)	PLB1 YMR008C YM8270.10C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	664
P39107	MNN9_YEAST	Mannan polymerase complexes subunit MNN9 (M-pol I subunit MNN9) (M-Pol II subunit MNN9)	MNN9 YPL050C P7102.01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	395
P39108	PEX7_YEAST	Peroxisomal targeting signal 2 receptor (PTS2 receptor) (Peroxin-7)	PEX7 PAS7 PEB1 YDR142C YD2943.01C YD9302.18C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	375
P39109	YCFI_YEAST	Metal resistance protein YCF1 (ABC-type Cd(2+) transporter) (EC 7.2.2.2) (ABC-type glutathione-S-conjugate transporter) (EC 7.6.2.3) (Yeast cadmium factor 1)	YCF1 YDR135C YD9302.11C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1515
P39111	VATF_YEAST	V-type proton ATPase subunit F (V-ATPase subunit F) (V-ATPase 14 kDa subunit) (Vacuolar proton pump subunit F)	VMA7 YGR020C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	118
P39112	DSS1_YEAST	Exoribonuclease II, mitochondrial (RNase II) (Ribonuclease II) (EC 3.1.13.1) (Deletion of SUV3 suppressor 1) (Mitochondrial biogenesis protein MSU1)	DSS1 MSU1 YMR287C YM8021.13C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	969
P39515	TIM17_YEAST	Mitochondrial import inner membrane translocase subunit TIM17 (Mitochondrial inner membrane protein MIM17) (Mitochondrial protein import protein 2)	TIM17 MIM17 MPI2 SMS1 YJL143W J0648	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	158
P39516	RS14B_YEAST	Small ribosomal subunit protein uS11B (40S ribosomal protein S14-B) (RP59B)	RPS14B CRY2 YJL191W J0354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	138
P39517	DHH1_YEAST	ATP-dependent RNA helicase DHH1 (EC 3.6.4.13) (DExD/H-box helicase 1)	DHH1 YDL160C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	506
P39518	LCF2_YEAST	Long-chain-fatty-acid--CoA ligase 2 (EC 6.2.1.3) (Fatty acid activator 2) (Long-chain acyl-CoA synthetase 2)	FAA2 FAM1 YER015W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	744
P39520	IFH1_YEAST	Protein IFH1 (Ribosomal RNA-processing protein 3)	IFH1 RRP3 YLR223C L8083.9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1085
P39521	FKHL1_YEAST	Pre-rRNA-processing protein FHL1	FHL1 YPR104C P8283.15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	936
P39522	ILV3_YEAST	Dihydroxy-acid dehydratase, mitochondrial (DAD) (EC 4.2.1.9)	ILV3 YJR016C J1450	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	585
P39524	ATC3_YEAST	Phospholipid-transporting ATPase DRS2 (EC 7.6.2.1)	DRS2 SWA3 YAL026C FUN38	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1355
P39531	RCY1_YEAST	Recyclin-1	RCY1 YJL204C J0318 J0320	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	840
P39533	ACON2_YEAST	Homocitrate dehydratase, mitochondrial (EC 4.2.1.-) (Aconitase 2)	ACO2 YJL200C J0327	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	789
P39538	UBP12_YEAST	Ubiquitin carboxyl-terminal hydrolase 12 (EC 3.4.19.12) (Deubiquitinating enzyme 12) (Ubiquitin thioesterase 12) (Ubiquitin-specific-processing protease 12)	UBP12 YJL197W J0340	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1254
P39540	ELO1_YEAST	Fatty acid elongase 1 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELO1) (Elongation of fatty acids protein 1) (Very-long-chain 3-oxoacyl-CoA synthase 1)	ELO1 YJL196C J0343	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	310
P39552	MST28_YEAST	Multicopy suppressor of SEC21 protein 28 (DUP240 protein MST28)	MST28 YAR033W FUN59	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	234
P39676	FHP_YEAST	Flavohemoprotein (EC 1.14.12.17) (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD)	YHB1 YHB YGR234W G8572	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	399
P39678	MBP1_YEAST	Transcription factor MBP1 (MBF subunit p120)	MBP1 YDL056W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	833
P39683	NPT1_YEAST	Nicotinate phosphoribosyltransferase (NAPRTase) (EC 6.3.4.21)	NPT1 YOR209C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	429
P39685	PO152_YEAST	Nucleoporin POM152 (Nuclear pore protein POM152) (P150) (Pore membrane protein POM152)	POM152 YMR129W YM9553.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1337
P39702	VPS8_YEAST	Vacuolar protein sorting-associated protein 8 (Vacuolar protein-targeting protein 8)	VPS8 VPT8 YAL002W FUN15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1274
P39704	ERP2_YEAST	Protein ERP2	ERP2 YAL007C FUN54	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	215
P39705	NUP60_YEAST	Nucleoporin NUP60 (Nuclear pore protein NUP60)	NUP60 FUN17 YAR002W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	539
P39706	SWD1_YEAST	COMPASS component SWD1 (Complex proteins associated with SET1 protein SWD1) (Set1C component SWD1)	SWD1 CPS50 SAF49 YAR003W FUN16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	426
P39707	SEN34_YEAST	tRNA-splicing endonuclease subunit SEN34 (EC 4.6.1.16) (Splicing endonuclease of 34 kDa) (tRNA-intron endonuclease SEN34)	SEN34 YAR008W FUN4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	275
P39714	BDH1_YEAST	(R,R)-butanediol dehydrogenase (EC 1.1.1.4)	BDH1 BDH YAL060W FUN49	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	382
P39717	GPB2_YEAST	Guanine nucleotide-binding protein subunit beta 2 (Gbeta mimic kelch protein 2)	GPB2 KRH1 YAL056W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	880
P39719	FLC2_YEAST	Flavin carrier protein 2 (FAD transporter 2) (TRP-like ion channel FLC2)	FLC2 YAL053W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	783
P39720	OAF1_YEAST	Oleate-activated transcription factor 1	OAF1 YAF1 YAL051W FUN43	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1047
P39722	GEM1_YEAST	Mitochondrial Rho GTPase 1 (EC 3.6.5.-) (GTPase EF-hand protein of mitochondria 1)	GEM1 YAL048C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	662
P39723	MBO1_YEAST	Gamma tubulin complex adapter SPC72	SPC72 LDB4 SPI6 YAL047C FUN42	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	622
P39726	GCSH_YEAST	Glycine cleavage system H protein, mitochondrial (Glycine decarboxylase complex subunit H)	GCV3 YAL044C FUN40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	170
P39727	ERV46_YEAST	ER-derived vesicles protein ERV46	ERV46 YAL042W FUN9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	415
P39729	RBG1_YEAST	Ribosome-interacting GTPase 1 (GTP-binding protein RBG1) (Genetically interacts with ribosomal genes protein 1)	RBG1 FUN11 YAL036C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	369
P39730	IF2P_YEAST	Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2)	FUN12 YAL035W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1002
P39731	MTW1_YEAST	Kinetochore-associated protein MTW1 (Mis12-like protein)	MTW1 DSN3 NSL2 YAL034W-A YAL034AW	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	289
P39742	SEC72_YEAST	Translocation protein SEC72 (Sec62/63 complex 23 kDa subunit) (p23)	SEC72 SEC67 SIM2 YLR292C L8003.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	193
P39743	RV167_YEAST	Reduced viability upon starvation protein 167	RVS167 YDR388W D9509.8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	482
P39744	NOC2_YEAST	Nucleolar complex protein 2	NOC2 YOR206W YOX001	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	710
P39875	EXO1_YEAST	Exodeoxyribonuclease 1 (EC 3.1.-.-) (Exodeoxyribonuclease I) (EXO I) (Exonuclease I) (Protein DHS1)	EXO1 DHS1 YOR033C OR26.23	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	702
P39904	VPS52_YEAST	Vacuolar protein sorting-associated protein 52 (Suppressor of actin mutation protein 2)	VPS52 SAC2 YDR484W D8035.27	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	641
P39923	NPR2_YEAST	Nitrogen permease regulator 2	NPR2 YEL062W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	615
P39925	AFG3_YEAST	Mitochondrial inner membrane m-AAA protease component YTA10 (EC 3.4.24.-) (EC 3.6.-.-) (ATPase family gene 3 protein) (Tat-binding homolog 10)	AFG3 YTA10 YER017C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	761
P39926	SSO2_YEAST	Protein SSO2	SSO2 YMR183C YM8010.13C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	295
P39928	SLN1_YEAST	Osmosensing histidine protein kinase SLN1 (EC 2.7.13.3) (Osmolarity two-component system protein SLN1) (Tyrosine phosphatase-dependent protein 2)	SLN1 YPD2 YIL147C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1220
P39929	SNF7_YEAST	Vacuolar-sorting protein SNF7 (DOA4-independent degradation protein 1) (Sucrose nonfermenting protein 7) (Vacuolar protein-sorting-associated protein 32)	SNF7 DID1 VPS32 YLR025W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	240
P39935	IF4F1_YEAST	Eukaryotic initiation factor 4F subunit p150 (eIF-4F p150) (eIF4F p150) (Translation initiation factor 4(4)-F(6) subunit gamma(3) protein 1) (eIF4G1) (mRNA cap-binding protein complex subunit p150)	TIF4631 YGR162W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	952
P39936	IF4F2_YEAST	Eukaryotic initiation factor 4F subunit p130 (eIF-4F p130) (eIF4F p130) (Translation initiation factor 4(4)-F(6) subunit gamma(3) protein 2) (eIF4G2) (mRNA cap-binding protein complex subunit p130)	TIF4632 YGL049C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	914
P39940	RSP5_YEAST	E3 ubiquitin-protein ligase RSP5 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase RSP5) (Reverses SPT-phenotype protein 5)	RSP5 MDP1 NPI1 YER125W SYGP-ORF41	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	809
P39943	MIG3_YEAST	Transcription corepressor MIG3 (Multicopy inhibitor of growth protein 3)	MIG3 YER028C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	394
P39946	LIS1_YEAST	Nuclear distribution protein PAC1 (Lissencephaly-1 homolog) (LIS-1) (nudF homolog)	PAC1 LIS1 YOR269W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	494
P39952	OXA1_YEAST	Mitochondrial inner membrane protein OXA1 (Cytochrome oxidase biogenesis protein OXA1) (Oxidase assembly protein 1)	OXA1 PET1402 YER154W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	402
P39956	RPH1_YEAST	DNA damage-responsive transcriptional repressor RPH1	RPH1 YER169W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	796
P39958	GDI1_YEAST	Rab GDP-dissociation inhibitor (Rab GDI) (Secretory pathway GDP dissociation inhibitor)	GDI1 SEC19 YER136W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	451
P39960	BEM2_YEAST	GTPase-activating protein BEM2/IPL2 (Bud emergence protein 2)	BEM2 IPL2 SUP9 YER155C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2167
P39962	KC13_YEAST	Casein kinase I homolog 3 (EC 2.7.11.1)	YCK3 CKI3 YER123W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	524
P39966	PP2C2_YEAST	Protein phosphatase 2C homolog 2 (PP2C-2) (EC 3.1.3.16)	PTC2 YER089C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	464
P39968	VAC8_YEAST	Vacuolar protein 8	VAC8 YEB3 YEL013W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	578
P39969	BOI2_YEAST	Protein BOI2 (Protein BEB1)	BOI2 BEB1 YER114C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1040
P39976	DLD3_YEAST	D-2-hydroxyglutarate--pyruvate transhydrogenase DLD3 (D-2HG--pyruvate transhydrogenase DLD3) (EC 1.1.99.40) ((R)-2-hydroxyglutarate--pyruvate transhydrogenase) (D-lactate dehydrogenase [cytochrome] 3) (EC 1.1.2.4) (D-lactate ferricytochrome C oxidoreductase) (D-LCR)	DLD3 YEL071W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	496
P39979	HPA3_YEAST	D-amino-acid N-acetyltransferase HPA3 (DNT) (EC 2.3.1.36)	HPA3 YEL066W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161
P39984	HAT2_YEAST	Histone acetyltransferase type B subunit 2	HAT2 YEL056W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	401
P39985	DPO5_YEAST	rDNA transcriptional regulator POL5 (EC 2.7.7.7) (DNA polymerase V) (POL V) (DNA polymerase phi)	POL5 YEL055C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1022
P39986	SPF1_YEAST	Endoplasmic reticulum transmembrane helix translocase (EC 7.4.2.-) (Complexed with DOR1 protein 1) (Endoplasmic reticulum P5A-ATPase) (Sensitivity to the P.farinosa killer toxin protein 1)	SPF1 COD1 YEL031W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1215
P39990	SNU13_YEAST	13 kDa ribonucleoprotein-associated protein (Small nuclear ribonucleoprotein-associated protein 1)	SNU13 YEL026W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	126
P39993	GEA2_YEAST	ARF guanine-nucleotide exchange factor 2	GEA2 YEL022W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1459
P39995	EAF5_YEAST	Chromatin modification-related protein EAF5 (ESA1-associated factor 5)	EAF5 YEL018W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	279
P39997	NPP2_YEAST	Ectonucleotide pyrophosphatase/phosphodiesterase 2 (E-NPP 2) [Includes: Alkaline phosphodiesterase 1 (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]	NPP2 YEL016C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	493
P39998	EDC3_YEAST	Enhancer of mRNA-decapping protein 3	EDC3 LSM16 YEL015W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	551
P40009	YND1_YEAST	Golgi apyrase (EC 3.6.1.5) (ATP-diphosphatase) (ATP-diphosphohydrolase) (Adenosine diphosphatase) (ADPase) (Golgi nucleoside diphosphatase) (Yeast nucleoside diphosphatase 1)	YND1 YER005W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	630
P40010	NUG1_YEAST	Nuclear GTP-binding protein NUG1 (Nuclear GTPase 1)	NUG1 YER006W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	520
P40011	RRAAH_YEAST	4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog) (RraA-like protein)	YER010C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	234
P40013	BIM1_YEAST	Protein BIM1	BIM1 YER016W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	344
P40014	SPC25_YEAST	Kinetochore protein SPC25	SPC25 YER018C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	221
P40015	ISC1_YEAST	Inositol phosphosphingolipids phospholipase C (IPS phospholipase C) (IPS-PLC) (EC 3.1.4.-) (Neutral sphingomyelinase) (N-SMase) (nSMase)	ISC1 YER019W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	477
P40016	RPN3_YEAST	26S proteasome regulatory subunit RPN3	RPN3 SUN2 YER021W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	523
P40018	RSMB_YEAST	Small nuclear ribonucleoprotein-associated protein B (snRNP-B) (Sm protein B) (Sm-B) (SmB)	SMB1 YER029C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	196
P40021	ZRG8_YEAST	Zinc-regulated protein 8	ZRG8 YER033C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1076
P40024	ARB1_YEAST	ABC transporter ATP-binding protein ARB1 (EC 3.6.5.-) (ATP-binding cassette protein involved in ribosome biogenesis 1)	ARB1 YER036C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	610
P40028	YEN1_YEAST	Holliday junction resolvase YEN1 (EC 3.1.-.-)	YEN1 YER041W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	759
P40032	TPA1_YEAST	Prolyl 3,4-dihydroxylase TPA1 (EC 1.14.11.-) (Termination and polyadenylation protein 1) (uS12 prolyl 3,4-dihydroxylase)	TPA1 YER049W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	644
P40034	JHD1_YEAST	JmjC domain-containing histone demethylation protein 1 (EC 1.14.11.27) (Jumonji/ARID domain-containing protein 1) (ScJHDM1) ([Histone-H3]-lysine-36 demethylase 1)	JHD1 YER051W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	492
P40046	VTC1_YEAST	Vacuolar transporter chaperone complex subunit 1 (Negative regulator of CDC42 protein 1) (Phosphate metabolism protein 4) (SPX-dependent polyphosphate polymerase VTC subunit 1) (Vacuolar membrane polyphosphate polymerase accessory subunit 1) (PolyP polymerase)	VTC1 NRF1 PHM4 YER072W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	129
P40047	ALDH5_YEAST	Aldehyde dehydrogenase 5, mitochondrial (EC 1.2.1.-) (EC 1.2.1.4)	ALD5 ALD3 ALDH5 YER073W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	520
P40048	PTP3_YEAST	Tyrosine-protein phosphatase 3 (EC 3.1.3.48) (Protein-tyrosine phosphatase 3) (PTPase 3)	PTP3 YER075C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	928
P40054	SERA_YEAST	D-3-phosphoglycerate dehydrogenase 1 (3-PGDH 1) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	SER3 YER081W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	469
P40055	UTP7_YEAST	U3 small nucleolar RNA-associated protein 7 (U3 snoRNA-associated protein 7) (U three protein 7)	UTP7 KRE31 YER082C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	554
P40056	GET2_YEAST	Golgi to ER traffic protein 2 (Guided entry of tail-anchored proteins 2) (Hydroxyurea resistance protein 2) (Required for meiotic nuclear division protein 7)	GET2 HUR2 RMD7 YER083C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	285
P40059	DOT6_YEAST	Transcriptional regulatory protein DOT6 (Disrupter of telomere silencing protein 6) (PAC-binding factor 2)	DOT6 PBF2 YER088C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	670
P40061	TSC11_YEAST	Target of rapamycin complex 2 subunit TSC11 (TORC2 subunit TSC11) (Adheres voraciously to TOR2 protein 3) (Temperature-sensitive CSG2 suppressor protein 11)	TSC11 AVO3 YER093C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1430
